PointsNo,FoundPoints,KD-treeBuildTime,QuadTreeBuildTime,KD-treeQueryTime,QuadTreeQueryTime
50,20,0.19240617752075195,0.0005257129669189453,0.004049539566040039,0.008224248886108398
100,42,0.00051116943359375,0.0031185150146484375,0.0002684593200683594,0.0002429485321044922
500,187,0.002905130386352539,0.0058956146240234375,0.0007164478302001953,0.0009517669677734375
1000,342,0.006272315979003906,0.014021873474121094,0.0010271072387695312,0.0017676353454589844
100000,37482,1.0454378128051758,4.8602728843688965,0.030714035034179688,0.20512151718139648
1000000,374479,16.442452669143677,34.64302182197571,0.28318357467651367,2.169170618057251
