PointsNo,FoundPoints,KD-treeBuildTime,QuadTreeBuildTime,KD-treeQueryTime,QuadTreeQueryTime
50,9,0.2511718273162842,0.0002951622009277344,0.0016977787017822266,0.004685878753662109
100,13,0.0005209445953369141,0.0005235671997070312,0.0002422332763671875,6.008148193359375e-05
500,101,0.003219127655029297,0.0032265186309814453,0.0005917549133300781,0.0003490447998046875
1000,187,0.008898019790649414,0.006251096725463867,0.0008916854858398438,0.0007140636444091797
100000,18579,1.0514166355133057,1.0229320526123047,0.019641637802124023,0.06020236015319824
1000000,187400,22.55561351776123,20.274217128753662,0.1484510898590088,0.6348588466644287
