PointsNo,FoundPoints,KD-treeBuildTime,QuadTreeBuildTime,KD-treeQueryTime,QuadTreeQueryTime
50,12,0.1888127326965332,0.0003800392150878906,0.0040283203125,0.007873058319091797
100,26,0.0006175041198730469,0.0010075569152832031,0.00011992454528808594,0.00011491775512695312
500,141,0.0036611557006835938,0.0051081180572509766,0.0002818107604980469,0.0006246566772460938
1000,233,0.008546829223632812,0.012292861938476562,0.0009920597076416016,0.0011370182037353516
100000,24928,1.2713303565979004,9.200955629348755,0.11300039291381836,0.1229097843170166
1000000,250220,22.471450805664062,31.5815908908844,0.23047208786010742,1.24969482421875
