50,17,0.1026,0.0004,0.0006,0.0008
100,41,0.0007,0.0007,0.0003,0.0002
500,196,0.0035,0.0039,0.0009,0.0008
1000,410,0.0069,0.0098,0.0014,0.0015
100000,40623,0.97,0.95,0.03,0.13
1000000,405720,17.57,19.55,0.30,1.39
