50,20,0.1924,0.0005,0.0040,0.0082
100,42,0.0005,0.0031,0.0003,0.0002
500,187,0.0029,0.0059,0.0007,0.0010
1000,342,0.0063,0.0140,0.0010,0.0018
100000,37482,1.05,4.86,0.03,0.21
1000000,374479,16.44,34.64,0.28,2.17
