50,9,0.1908,0.0004,0.0039,0.0084
100,25,0.0006,0.0011,0.0002,0.0001
500,120,0.0040,0.0067,0.0006,0.0006
1000,252,0.0082,0.0100,0.0004,0.0012
100000,25059,1.26,1.38,0.02,0.12
1000000,250451,24.47,30.53,0.23,1.27
